codice_istat;anno;abitanti
005029;2020;825
052006;2019;8926
052006;2020;8892
098013;2019;1590
098013;2020;1573
006052;2019;661
006052;2020;626
013059;2019;883
013059;2020;902
005030;2019;736
005030;2020;727
065032;2019;2785
065032;2020;2795
023022;2019;13152
023022;2020;13287
071017;2019;1366
071017;2020;1351
004054;2019;107
004054;2020;107
065033;2019;578
065033;2020;597
057014;2019;1016
057014;2020;1032
046009;2019;5867
046009;2020;5843
058024;2019;8332
058024;2020;8281
050011;2019;2145
050011;2020;2154
005031;2019;3162
005031;2020;3115
011011;2019;8381
011011;2020;8363
001067;2019;432
001067;2020;416
060021;2019;867
060021;2020;865
036007;2019;15071
036007;2020;15087
006053;2019;5116
006053;2020;5001
062017;2019;1431
062017;2020;1394
094010;2019;1611
094010;2020;1618
094011;2019;156
094011;2020;156
042012;2019;3566
042012;2020;3525
062018;2019;1194
062018;2020;1168
043009;2019;4446
043009;2020;4442
021019;2019;6856
021019;2020;6922
043010;2019;252
043010;2020;248
076025;2019;1309
076025;2020;1274
090023;2019;5890
090023;2020;5884
012044;2019;1308
012044;2020;1301
101005;2019;947
101005;2020;928
006054;2019;412
006054;2020;410
084012;2019;7783
084012;2020;7670
012045;2019;1957
012045;2020;1938
066030;2019;135
066030;2020;124
009021;2019;148
009021;2020;145
066031;2019;907
066031;2020;874
062019;2019;2685
062019;2020;2629
019026;2019;5608
019026;2020;5585
094013;2019;104
094013;2020;104
062020;2019;1131
062020;2020;1094
064024;2019;1585
064024;2020;1568
081006;2019;30806
081006;2020;30540
036008;2019;11311
036008;2020;11289
033014;2019;5323
033014;2020;5250
019027;2019;300
019027;2020;306
037021;2019;15575
037021;2020;15689
017043;2019;11409
017043;2020;11475
111011;2019;1641
111011;2020;1664
051011;2019;2109
051011;2020;2114
051012;2019;13051
051012;2020;13091
068009;2019;771
068009;2020;763
010013;2019;1603
010013;2020;1574
078030;2019;2899
078030;2020;2840
098014;2019;4603
098014;2020;4617
037022;2019;5528
037022;2020;5466
065036;2019;1318
065036;2020;1321
054009;2019;14841
054009;2020;14771
053006;2019;7094
053006;2020;7116
020017;2019;23391
020017;2020;23470
046010;2019;1758
046010;2020;1751
087014;2019;3112
087014;2020;3063
052007;2019;2239
052007;2020;2227
004055;2019;694
004055;2020;696
056018;2019;2302
056018;2020;2292
069020;2019;1687
069020;2020;1638
067013;2019;2168
067013;2020;2147
012046;2019;7629
012046;2020;7641
004056;2019;824
004056;2020;836
001068;2019;6550
001068;2020;6501
044012;2019;2721
044012;2020;2684
067014;2019;1422
067014;2020;1429
004057;2019;479
004057;2020;475
014015;2019;1589
014015;2020;1567
016064;2019;3410
016064;2020;3379
030020;2019;3737
030020;2020;3731
098015;2019;2802
098015;2020;2833
017044;2019;1698
017044;2020;1669
044013;2019;2335
044013;2020;2300
017045;2019;7316
017045;2020;7384
075017;2019;2845
075017;2020;2805
075018;2019;3834
075018;2020;3779
075019;2019;5212
075019;2020;5207
016065;2019;1293
016065;2020;1286
075096;2019;2360
075096;2020;2339
060023;2019;4673
060023;2020;4606
040005;2019;6348
040005;2020;6301
060022;2019;3917
060022;2020;3874
084013;2019;2810
084013;2020;2734
078031;2019;9631
078031;2020;9530
012047;2019;5135
012047;2020;5063
082025;2019;2974
082025;2020;2938
076026;2019;1001
076026;2020;969
070016;2019;916
070016;2020;899
083016;2019;2342
083016;2020;2298
078032;2019;266
078032;2020;252
078033;2019;21855
078033;2020;21666
087015;2019;297752
087015;2020;296266
079023;2019;88085
079023;2020;87397
086006;2019;4657
086006;2020;4598
068010;2019;1307
068010;2020;1268
099002;2019;17048
099002;2020;16996
084014;2019;3561
084014;2020;3473
080025;2019;6957
080025;2020;6959
062021;2019;2018
062021;2020;1985
065037;2019;51494
065037;2020;51101
018041;2019;6692
018041;2020;6698
096016;2019;3597
096016;2020;3544
003044;2019;381
003044;2020;389
003045;2019;1170
003045;2020;1172
103020;2019;264
001069;2019;2309
001069;2020;2288
023023;2019;5952
023023;2020;5951
022050;2019;4131
022050;2020;4133
004058;2019;676
004058;2020;661
004059;2019;5436
004059;2020;5417
075020;2019;12597
075020;2020;12586
027044;2019;13484
027044;2020;13508
003047;2019;1340
003047;2020;1312
022051;2019;1097
022051;2020;1119
013062;2019;199
013062;2020;194
012048;2019;5794
012048;2020;5754
027006;2019;13581
027006;2020;13302
026014;2019;2841
026014;2020;2866
093012;2019;1519
093012;2020;1515
006055;2019;267
006055;2020;264
030021;2019;995
030021;2020;987
058026;2019;10745
058026;2020;10693
022052;2019;552
022052;2020;546
022053;2019;2950
022053;2020;3020
098017;2019;2155
098017;2020;2137
108017;2019;7330
108017;2020;7352
016066;2019;2624
016066;2020;2620
036009;2019;6962
036009;2020;7030
022054;2019;239
022054;2020;235
001070;2019;5483
001070;2020;5480
035017;2019;9863
035017;2020;9820
020018;2019;3795
020018;2020;3774
051013;2019;9518
051013;2020;9501
012049;2019;824
012049;2020;812
017046;2019;11037
017046;2020;11050
023024;2019;1498
023024;2020;1493
016067;2019;1656
016067;2020;1639
060024;2019;22584
060024;2020;22494
018042;2019;226
018042;2020;226
049007;2019;27871
049007;2020;27892
017047;2019;1149
017047;2020;1140
014016;2019;431
014016;2020;427
082026;2019;987
082026;2020;981
082027;2019;14100
082027;2020;14035
027007;2019;6066
027007;2020;6095
074003;2019;19372
074003;2020;19241
066032;2019;10790
066032;2020;10636
069021;2019;894
069021;2020;848
071018;2019;1505
071018;2020;1479
078034;2019;2765
078034;2020;2760
019028;2019;495
019028;2020;478
006056;2019;499
006056;2020;495
072018;2019;5769
072018;2020;5722
078035;2019;497
078035;2020;483
005033;2019;698
005033;2020;706
017048;2019;4849
017048;2020;4851
065038;2019;1825
065038;2020;1798
004060;2019;89
004060;2020;87
071019;2019;158
071019;2020;163
005034;2019;477
005034;2020;470
009022;2019;5171
009022;2020;5075
056019;2019;1299
056019;2020;1293
056020;2019;1139
056020;2020;1094
067015;2019;2401
067015;2020;2374
074004;2019;6401
074004;2020;6333
002171;2019;989
002171;2020;972
061102;2019;7936
061102;2020;8021
022241;2019;2305
022241;2020;2306
079024;2019;525
079024;2020;514
016068;2019;2540
016068;2020;2550
016069;2019;3845
016069;2020;3869
025010;2019;1247
025010;2020;1239
016070;2019;4283
016070;2020;4179
029014;2019;1608
029014;2020;1595
009023;2019;3376
009023;2020;3376
004061;2019;7022
004061;2020;6947
038004;2019;35547
038004;2020;35540
065039;2019;5052
065039;2020;5044
079025;2019;372
079025;2020;369
013254;2019;3470
013254;2020;3521
086007;2019;5307
086007;2020;5222
068011;2019;10831
068011;2020;10786
062022;2019;3328
062022;2020;3252
103021;2019;297
103021;2020;296
060025;2019;8496
060025;2020;8453
086008;2019;1946
086008;2020;1903
010014;2019;3769
010014;2020;3741
003049;2019;6681
003049;2020;6693
013063;2019;530
013063;2020;539
018043;2019;2232
018043;2020;2233
065040;2019;2298
065040;2020;2287
070017;2019;3658
070017;2020;3651
001071;2019;1813
001071;2020;1787
070018;2019;641
070018;2020;624
078036;2019;2336
078036;2020;2325
066033;2019;1564
066033;2020;1557
014017;2019;780
014017;2020;791
030022;2019;677
030022;2020;667
063026;2019;17469
063026;2020;17178
082028;2019;5053
082028;2020;4986
023025;2019;16656
023025;2020;16679
029015;2019;3515
029015;2020;3500
101006;2019;1063
101006;2020;1060
001072;2019;1049
001072;2020;1036
020019;2019;2577
020019;2020;2556
006057;2019;401
006057;2020;404
004062;2019;2051
004062;2020;2031
001073;2019;165
001073;2020;161
016071;2019;1602
016071;2020;1586
018044;2019;187
018044;2020;179
018045;2019;714
018045;2020;704
009024;2019;5513
009024;2020;5431
008016;2019;1129
008016;2020;1128
108018;2019;6609
108018;2020;6571
033015;2019;120
033015;2020;120
071020;2019;55428
071020;2020;55324
078037;2019;3011
078037;2020;2984
013064;2019;9158
013064;2020;9184
021020;2019;1535
021020;2020;1549
067016;2019;1594
067016;2020;1567
013065;2019;6646
013065;2020;6588
097020;2019;3837
097020;2020;3824
015070;2019;34571
015070;2020;34828
096017;2019;609
005035;2019;219
005035;2020;220
042013;2019;3598
042013;2020;3528
054010;2019;1036
054010;2020;1010
006058;2019;304
006058;2020;300
048011;2019;10880
048011;2020;10783
058027;2019;1087
058027;2020;1075
062023;2019;3793
062023;2020;3741
004063;2019;430
004063;2020;419
006059;2019;1356
006059;2020;1343
096018;2019;2875
096018;2020;2847
015071;2019;5100
015071;2020;5078
094014;2019;1233
094014;2020;1197
015072;2019;15206
015072;2020;15192
005036;2019;604
005036;2020;592
023026;2019;2461
023026;2020;2482
076027;2019;606
076027;2020;588
048012;2019;15880
048012;2020;15778
018046;2019;5473
018046;2020;5434
079027;2019;1140
079027;2020;1107
058028;2019;437
058028;2020;440
028030;2019;5700
028030;2020;5711
060026;2019;7873
060026;2020;7897
004064;2019;5156
004064;2020;5161
002041;2019;57
002041;2020;58
017049;2019;672
017049;2020;657
004065;2019;2263
004065;2020;2238
018047;2019;1214
018047;2020;1178
058029;2019;37115
058029;2020;37244
039007;2019;28587
039007;2020;28555
078038;2019;808
078038;2020;805
098018;2019;2183
098018;2020;2197
030023;2019;13641
030023;2020;13563
064025;2019;9267
064025;2020;9189
061028;2019;4990
061028;2020;4926
008017;2019;1120
008017;2020;1142
078039;2019;1300
078039;2020;1295
061029;2019;9203
061029;2020;9263
097021;2019;2363
097021;2020;2380
001074;2019;965
001074;2020;951
015074;2019;23295
015074;2020;23459
108019;2019;37782
108019;2020;38060
103022;2019;593
103022;2020;590
083017;2019;2230
083017;2020;2191
015076;2019;14337
015076;2020;14361
040007;2019;97421
040007;2020;97465
040008;2019;26081
040008;2020;26078
064026;2019;2610
064026;2020;2622
008018;2019;271
008018;2020;267
025011;2019;3916
025011;2020;3918
026015;2019;3842
026015;2020;3865
102006;2019;3169
102006;2020;3137
043011;2019;481
043011;2020;457
005037;2019;381
005037;2020;365
065041;2019;2080
065041;2020;2062
017050;2019;1853
017050;2020;1803
052008;2019;2604
052008;2020;2566
078040;2019;9794
078040;2020;9757
004066;2019;5661
004066;2020;5651
017051;2019;855
017051;2020;842
007013;2019;762
007013;2020;758
007014;2019;569
007014;2020;548
007015;2019;942
007015;2020;919
007016;2019;98
007016;2020;98
007017;2019;729
007017;2020;714
007018;2019;409
007018;2020;394
007019;2019;2362
007019;2020;2338
007020;2019;4588
007020;2020;4524
004067;2019;9284
004067;2020;9335
090024;2019;428
090024;2020;417
001075;2019;371
001075;2020;356
024029;2019;12665
024029;2020;12629
064027;2019;479
064027;2020;461
052009;2019;7015
052009;2020;6932
050012;2019;1343
050012;2020;1333
001076;2019;1603
001076;2020;1595
088002;2019;8054
088002;2020;7995
090025;2019;1619
090025;2020;1579
026016;2019;3709
026016;2020;3679
042014;2019;14812
042014;2020;14735
079029;2019;5450
079029;2020;5284
017052;2019;19056
017052;2020;19235
076028;2019;1897
076028;2020;1870
094015;2019;210
094015;2020;204
010015;2019;27391
010015;2020;27465
014018;2019;7273
014018;2020;7293
001077;2019;2067
001077;2020;2055
021021;2019;2872
021021;2020;2916
001078;2019;36487
001078;2020;36413
025012;2019;1317
025012;2020;1302
014019;2019;2448
014019;2020;2419
001079;2019;223
001079;2020;217
047022;2019;4528
047022;2020;4488
069022;2019;50482
069022;2020;50287
071021;2019;1647
071021;2020;1601
019029;2019;2270
019029;2020;2271
016072;2019;3423
016072;2020;3420
018048;2019;3925
018048;2020;3915
027008;2019;48712
027008;2020;48435
001080;2019;894
001080;2020;885
093013;2019;5152
093013;2020;5152
030024;2019;645
030024;2020;650
051014;2019;893
051014;2020;907
016073;2019;6090
016073;2020;6082
024030;2019;2500
024030;2020;2496
014020;2019;2531
014020;2020;2515
004068;2019;3644
004068;2020;3629
001081;2019;1624
001081;2020;1598
082029;2019;2724
082029;2020;2683
021022;2019;5189
021022;2020;5210
030025;2019;627
030025;2020;618
008019;2019;576
008019;2020;572
005038;2019;225
005038;2020;230
064028;2019;2191
064028;2020;2175
008020;2019;514
008020;2020;507
052010;2019;1827
052010;2020;1811
052011;2019;8362
052011;2020;8303
051015;2019;1969
051015;2020;1936
001082;2019;26801
001082;2020;26730
058118;2019;37883
058118;2020;38250
084015;2019;3323
084015;2020;3281
025013;2019;387
025013;2020;380
010016;2019;2408
010016;2020;2314
079030;2019;922
079030;2020;906
063027;2019;12640
063027;2020;12604
065042;2019;1180
065042;2020;1199
058030;2019;1283
058030;2020;1258
019030;2019;915
019030;2020;893
001083;2019;386
001083;2020;384
002042;2019;4419
002042;2020;4371
004069;2019;183
004069;2020;181
018049;2019;1298
018049;2020;1298
017053;2019;1542
017053;2020;1520
018050;2019;5391
018050;2020;5367
026017;2019;3385
026017;2020;3398
017054;2019;537
017054;2020;534
080026;2019;558
080026;2020;552
082030;2019;3581
082030;2020;3539
063028;2019;7077
063028;2020;7089
093014;2019;355
093014;2020;355
022058;2019;698
022058;2020;697
005039;2019;441
005039;2020;451
058031;2019;586
058031;2020;575
019031;2019;1205
019031;2020;1191
043012;2019;10039
043012;2020;9912
053007;2019;2454
053007;2020;2448
015077;2019;73845
015077;2020;74142
082031;2019;11939
082031;2020;11953
014021;2019;344
014021;2020;342
080027;2019;6534
080027;2020;6454
001084;2019;247
001084;2020;241
022059;2019;350
022059;2020;353
027009;2019;3216
027009;2020;3181
028031;2019;1975
028031;2020;1977
001085;2019;333
001085;2020;326
061030;2019;398
061030;2020;387
008021;2019;1226
008021;2020;1201
062024;2019;2308
062024;2020;2270
001086;2019;18366
001086;2020;18244
077005;2019;323
077005;2020;311
013068;2019;2135
013068;2020;2114
101007;2019;2648
101007;2020;2577
101008;2019;14401
101008;2020;14365
022060;2019;310
022060;2020;311
016074;2019;6262
016074;2020;6261
009025;2019;2077
009025;2020;2044
016075;2019;5511
016075;2020;5442
012050;2019;10231
012050;2020;10247
015078;2019;4851
015078;2020;4850
024031;2019;901
026018;2019;2614
026018;2020;2632
004070;2019;86
004070;2020;86
005040;2019;1229
005040;2020;1227
059005;2019;35659
059005;2020;35700
074005;2019;11438
074005;2020;11357
054011;2019;3400
054011;2020;3428
054012;2019;7687
054012;2020;7663
054013;2019;38819
054013;2020;38650
068012;2019;14905
068012;2020;14911
028032;2019;20072
028032;2020;20063
057016;2019;6716
057016;2020;6595
080028;2019;10089
080028;2020;10028
057017;2019;443
057017;2020;423
012051;2019;3843
012051;2020;3811
097022;2019;3810
097022;2020;3786
008022;2019;587
008022;2020;600
022061;2019;4006
022061;2020;4036
002043;2019;250
002043;2020;252
030026;2019;11125
030026;2020;11117
016076;2019;5098
016076;2020;5088
017055;2019;2740
017055;2020;2727
078041;2019;887
078041;2020;872
056021;2019;15735
056021;2020;15614
066034;2019;1027
066034;2020;967
070019;2019;346
070019;2020;339
069023;2019;319
069023;2020;309
094016;2019;921
094016;2020;928
043013;2019;42117
043013;2020;42167
068013;2019;1215
068013;2020;1203
058032;2019;51761
058032;2020;51690
066035;2019;288
066035;2020;285
068014;2019;1724
068014;2020;1709
056022;2019;1557
056022;2020;1540
067017;2019;4799
067017;2020;4752
040009;2019;3683
040009;2020;3686
051016;2019;9012
051016;2020;8925
069024;2019;809
069024;2020;805
053008;2019;3051
053008;2020;3048
066036;2019;3140
066036;2020;3135
058033;2019;1959
058033;2020;1968
014022;2019;1106
014022;2020;1123
013071;2019;538
013071;2020;556
093015;2019;920
093015;2020;894
093016;2019;384
093016;2020;387
004071;2019;802
004071;2020;807
001087;2019;207
001087;2020;198
022062;2019;7003
022062;2020;7008
078042;2019;1223
078042;2020;1218
012052;2019;1878
012052;2020;1905
022063;2019;654
022063;2020;659
016077;2019;8574
016077;2020;8610
001088;2019;1500
001088;2020;1488
001089;2019;3184
001089;2020;3127
005041;2019;287
005041;2020;293
017056;2019;8657
017056;2020;8753
005042;2019;1432
005042;2020;1445
012053;2019;4727
012053;2020;4692
066037;2019;216
066037;2020;212
028033;2019;6438
028033;2020;6386
018051;2019;970
018051;2020;955
038005;2019;11696
038005;2020;11576
026019;2019;5283
026019;2020;5256
098019;2019;15419
098019;2020;15465
030027;2019;16105
030027;2020;16046
090026;2019;1311
090026;2020;1303
096019;2019;1782
096019;2020;1728
108020;2019;8489
108020;2020;8498
007021;2019;1389
007021;2020;1377
010017;2019;9045
010017;2020;8944
024032;2019;3194
024032;2020;3125
010018;2019;5689
010018;2020;5697
003051;2019;455
003051;2020;466
024126;2020;5986
016078;2019;1122
016078;2020;1124
060027;2019;1834
060027;2020;1830
033016;2019;848
033016;2020;858
097023;2019;7919
097023;2020;7927
057018;2019;398
057018;2020;390
066038;2019;858
066038;2020;871
054014;2019;3410
054014;2020;3381
097024;2019;1728
097024;2020;1737
070020;2019;771
070020;2020;760
057019;2019;357
057019;2020;354
052012;2019;21533
052012;2020;21615
060029;2019;657
060029;2020;656
062025;2019;2277
062025;2020;2239
025014;2019;362
025014;2020;352
026020;2019;5066
026020;2020;5129
017057;2019;4643
017057;2020;4597
034009;2019;14711
034009;2020;14683
068015;2019;6035
068015;2020;6018
067018;2019;2149
067018;2020;2148
069025;2019;177
069025;2020;169
069026;2019;468
069026;2020;441
058034;2019;21011
058034;2020;20924
057020;2019;153
057020;2020;143
001090;2019;49752
001090;2020;49539
066039;2019;1167
066039;2020;1146
060028;2019;921
060028;2020;912
075021;2019;5834
075021;2020;5775
066040;2019;222
066040;2020;217
001091;2019;313
001091;2020;299
001092;2019;577
001092;2020;585
049008;2019;16656
049008;2020;16528
082032;2019;3910
082032;2020;3848
070021;2019;1813
070021;2020;1766
057021;2019;1509
057021;2020;1495
094017;2019;1340
094017;2020;1327
041069;2019;12268
041069;2020;12261
044014;2019;3721
044014;2020;3673
057022;2019;487
057022;2020;474
018193;2019;1088
018193;2020;1074
065043;2019;3533
065043;2020;3489
111012;2019;807
111012;2020;799
017058;2019;2060
017058;2020;2034
002045;2019;85
002045;2020;88
030028;2019;2201
030028;2020;2184
043014;2019;1217
043014;2020;1222
077006;2019;1173
077006;2020;1129
023027;2019;8478
023027;2020;8467
017059;2019;7511
017059;2020;7533
016079;2019;11085
016079;2020;11080
015081;2019;46839
015081;2020;47000
023028;2019;8644
023028;2020;8578
058035;2019;4202
058035;2020;4206
067019;2019;3700
067019;2020;3648
013074;2019;498
013074;2020;493
014023;2019;1379
014023;2020;1370
034010;2019;9092
034010;2020;9103
078043;2019;1216
078043;2020;1175
015082;2019;2045
015082;2020;2024
013251;2019;5365
013251;2020;5406
016080;2019;1670
016080;2020;1652
012054;2019;1187
012054;2020;1189
038006;2019;21908
038006;2020;21846
045005;2019;695
045005;2020;689
022228;2019;2960
022228;2020;2935
098020;2019;2288
098020;2020;2256
030029;2019;476
030029;2020;462
025015;2019;2133
025015;2020;2115
012055;2019;2849
012055;2020;2873
017060;2019;3993
017060;2020;3983
003052;2019;1255
003052;2020;1242
088003;2019;30410
088003;2020;30509
084016;2019;929
084016;2020;899
063029;2019;1745
063029;2020;1742
020020;2019;1097
020020;2020;1109
022064;2019;986
022064;2020;994
013075;2019;85979
013075;2020;85543
034011;2019;1100
034011;2020;1096
016081;2019;4376
016081;2020;4388
044015;2019;3038
044015;2020;3010
027010;2019;3002
027010;2020;2927
094018;2019;178
094018;2020;171
065044;2019;687
065044;2020;674
061031;2019;1197
061031;2020;1195
023029;2019;1084
023029;2020;1085
057023;2019;270
057023;2020;270
017061;2019;15482
017061;2020;15570
024033;2019;2118
027011;2019;10327
027011;2020;10314
036010;2019;8290
036010;2020;8228
108021;2019;15595
108021;2020;15735
080029;2019;4919
080029;2020;4861
001093;2019;4577
001093;2020;4489
083018;2019;472
083018;2020;464
026021;2019;35080
026021;2020;35065
018052;2019;1590
018052;2020;1573
057024;2019;586
057024;2020;561
079033;2019;1371
079033;2020;1350
006060;2019;451
006060;2020;438
039008;2019;9709
039008;2020;9714
028034;2019;10150
028034;2020;10066
022242;2019;1413
022242;2020;1392
082033;2019;1658
082033;2020;1593
057025;2019;3765
057025;2020;3807
064029;2019;3015
064029;2020;2992
067020;2019;2315
067020;2020;2264
065045;2019;822
065045;2020;798
065046;2019;3266
065046;2020;3255
072019;2019;25919
072019;2020;25883
064030;2019;1316
064030;2020;1296
006061;2019;965
006061;2020;953
075022;2019;23683
075022;2020;23494
018053;2019;1735
018053;2020;1726
038007;2019;16026
038007;2020;15871
018054;2019;803
018054;2020;770
072020;2019;47779
072020;2020;47550
065047;2019;2519
065047;2020;2518
015085;2019;18399
015085;2020;18463
029017;2019;2321
029017;2020;2279
056023;2019;3631
056023;2020;3582
054015;2019;21124
054015;2020;21196
093017;2019;17788
093017;2020;17840
026022;2019;6978
026022;2020;6949
093018;2019;2739
093018;2020;2769
046011;2019;5167
046011;2020;5185
010019;2019;268
010019;2020;277
060030;2019;1586
060030;2020;1568
066041;2019;1023
066041;2020;1006
059006;2019;10688
059006;2020;10575
099003;2019;10536
099003;2020;10468
075023;2019;5738
075023;2020;5699
078157;2019;75385
078157;2020;75126
042015;2019;4935
042015;2020;4900
001094;2019;3193
001094;2020;3169
082034;2019;10942
082034;2020;10816
065048;2019;539
065048;2020;525
076029;2019;2493
076029;2020;2451
015086;2019;20313
015086;2020;20348
031002;2019;7177
031002;2020;7162
016082;2019;921
016082;2020;933
016249;2019;299
016249;2020;297
018191;2019;845
018191;2020;847
015087;2019;20036
015087;2020;20038
108053;2019;10698
108053;2020;10598
021023;2019;3448
021023;2020;3435
024034;2019;11987
024034;2020;11892
098021;2019;2882
098021;2020;2858
004072;2019;2138
004072;2020;2148
034012;2019;1851
034012;2020;1803
030030;2019;3168
030030;2020;3132
098022;2019;1124
098022;2020;1128
098023;2019;209
098023;2020;206
026023;2019;6233
026023;2020;6235
035020;2019;25499
035020;2020;25292
108022;2019;2985
108022;2020;2995
028035;2019;5144
028035;2020;5127
013077;2019;812
013077;2020;806
043015;2019;15257
043015;2020;15196
067021;2019;5051
067021;2020;5113
075024;2019;5335
075024;2020;5278
015093;2019;33553
015093;2020;33669
005044;2019;222
005044;2020;203
021024;2019;2226
021024;2020;2211
079034;2019;2020
079034;2020;1971
005045;2019;314
005045;2020;308
005046;2019;281
005046;2020;274
005047;2019;605
005047;2020;591
033017;2019;588
033017;2020;574
019032;2019;1072
019032;2020;1075
019033;2019;1358
019033;2020;1348
017062;2019;7155
017062;2020;7168
098024;2019;1511
098024;2020;1526
033018;2019;4614
033018;2020;4614
004073;2019;2273
004073;2020;2264
017063;2019;1956
017063;2020;1928
097025;2019;1167
097025;2020;1171
016083;2019;1922
016083;2020;1927
018192;2019;2486
018192;2020;2507
005048;2019;545
005048;2020;531
025016;2019;5810
025016;2020;5736
021025;2019;660
021025;2020;651
067022;2019;620
067022;2020;602
051017;2019;21766
051017;2020;21580
068016;2019;237
068016;2020;225
021026;2019;1380
021026;2020;1380
018057;2019;1017
018057;2020;1019
017064;2019;1411
017064;2020;1409
030031;2019;2168
030031;2020;2121
078045;2019;66102
078045;2020;65623
008023;2019;194
008023;2020;187
014024;2019;5507
014024;2020;5445
080030;2019;848
080030;2020;828
004074;2019;950
004074;2020;938
001095;2019;491
001095;2020;464
096020;2019;14466
096020;2020;14312
009026;2019;1072
009026;2020;1060
044016;2019;931
044016;2020;908
103023;2019;680
103023;2020;667
090027;2019;818
090027;2020;788
005049;2019;502
005049;2020;519
018058;2019;391
018058;2020;391
016084;2019;3306
016084;2020;3300
029018;2019;2499
029018;2020;2492
097026;2019;4775
097026;2020;4769
016247;2019;906
016247;2020;904
016085;2019;574
016085;2020;556
006062;2019;326
006062;2020;323
016086;2019;9131
016086;2020;9108
024035;2019;7659
024035;2020;7672
054016;2019;1156
054016;2020;1139
002047;2019;763
002047;2020;746
008024;2019;767
008024;2020;762
023030;2019;3771
023030;2020;3868
005050;2019;5760
005050;2020;5731
004075;2019;3297
004075;2020;3314
039009;2019;7376
039009;2020;7379
101009;2019;5410
101009;2020;5409
057026;2019;532
057026;2020;527
007022;2019;2771
007022;2020;2761
016087;2019;4037
016087;2020;4100
018059;2019;368
018059;2020;364
077007;2019;667
077007;2020;668
097027;2019;256
097027;2020;261
002048;2019;252
002048;2020;255
004076;2019;365
004076;2020;371
103024;2019;759
103024;2020;760
024036;2019;11274
024036;2020;11253
069027;2019;2777
069027;2020;2745
016088;2019;3457
016088;2020;3545
019034;2019;1565
019034;2020;1565
019035;2019;34368
019035;2020;34504
097028;2019;1710
097028;2020;1702
012056;2019;786
012056;2020;762
097029;2019;1638
097029;2020;1640
013083;2019;672
013083;2020;670
006063;2019;1069
006063;2020;1033
019036;2019;72274
019036;2020;72399
019037;2019;1753
019037;2020;1727
002049;2019;7728
002049;2020;7745
024037;2019;1297
024037;2020;1300
026024;2019;4495
098025;2019;2257
098025;2020;2255
050041;2019;5439
050041;2020;5420
029019;2019;1781
029019;2020;1760
003055;2019;1601
003055;2020;1599
096021;2019;1497
096021;2020;1482
037024;2019;13650
037024;2020;13735
103025;2019;4547
103025;2020;4480
063030;2019;12157
063030;2020;11994
073004;2019;13391
073004;2020;13262
004077;2019;164
004077;2020;156
010020;2019;531
010020;2020;525
026025;2019;6102
026025;2020;6085
103026;2019;1388
103026;2020;1394
067023;2019;1194
067023;2020;1166
078046;2019;1041
078046;2020;1019
079036;2019;4689
079036;2020;4694
078047;2019;9708
078047;2020;9698
012057;2019;593
012057;2020;604
101010;2019;62966
101010;2020;61005
019038;2019;641
019038;2020;635
002052;2019;405
002052;2020;402
022068;2019;680
022068;2020;680
101011;2019;2972
101011;2020;2926
012058;2019;3540
012058;2020;3543
006064;2019;326
065049;2019;563
065049;2020;556
013084;2019;3467
013084;2020;3466
001096;2019;983
001096;2020;954
015096;2019;8169
015096;2020;8188
012059;2019;2985
012059;2020;3018
095019;2019;2582
095019;2020;2548
068017;2019;1416
068017;2020;1394
001097;2019;7922
001097;2020;7889
019039;2019;433
019039;2020;432
012060;2019;2939
012060;2020;2942
004078;2019;56155
004078;2020;56311
005051;2019;471
005051;2020;449
001098;2019;9665
001098;2020;9614
069028;2019;4832
069028;2020;4815
044017;2019;5387
044017;2020;5401
042016;2019;4593
042016;2020;4507
018060;2019;4944
018060;2020;4957
095077;2019;295
095077;2020;298
003058;2019;2609
003058;2020;2583
012061;2019;166
012061;2020;165
079039;2019;6646
079039;2020;6626
096023;2019;475
096023;2020;468
016089;2019;7424
016089;2020;7462
021027;2019;2346
021027;2020;2351
075025;2019;4047
075025;2020;3999
103027;2019;95
028036;2019;7217
028036;2020;7176
020021;2019;14856
020021;2020;14904
061032;2019;6952
061032;2020;6911
015097;2019;4117
015097;2020;4225
015098;2019;18328
015098;2020;18335
062026;2019;3985
062026;2020;3957
013085;2019;212
013085;2020;214
016090;2019;234
016090;2020;225
081007;2019;5457
081007;2020;5384
101012;2019;10144
101012;2020;9975
075026;2019;8858
075026;2020;8798
012062;2019;3334
012062;2020;3318
012063;2019;1668
012063;2020;1668
022070;2019;672
022070;2020;654
015099;2019;6408
015099;2020;6405
016091;2019;23557
016091;2020;23611
022071;2019;432
022071;2020;428
025017;2019;449
025017;2020;449
017065;2019;15736
017065;2020;15688
102007;2019;1152
102007;2020;1125
010021;2019;1879
010021;2020;1847
012064;2019;3045
012064;2020;3024
079042;2019;5445
079042;2020;5440
014025;2019;453
014025;2020;457
092015;2019;8244
092015;2020;8282
111013;2019;4324
111013;2020;4290
079043;2019;3052
079043;2020;3004
009027;2019;1963
009027;2020;1938
011012;2019;1347
011012;2020;1364
014026;2019;3277
014026;2020;3322
085006;2019;4001
085006;2020;3984
080031;2019;3280
080031;2020;3229
071022;2019;3685
071022;2020;3644
017066;2019;5562
017066;2020;5544
004079;2019;1956
004079;2020;1911
006065;2019;176
006065;2020;175
022074;2019;1221
022074;2020;1230
006066;2019;185
006066;2020;183
019040;2019;306
019040;2020;302
054017;2019;9550
054017;2020;9413
097030;2019;2587
097030;2020;2603
