codice_istat;anno;abitanti
061070;2019;3342
061070;2020;3320
069073;2019;1658
069073;2020;1607
068034;2019;932
068034;2020;933
076069;2019;1442
076069;2020;1415
057061;2019;539
057061;2020;536
082062;2019;2385
082062;2020;2370
065108;2019;9036
065108;2020;8935
063065;2019;6825
063065;2020;6808
066084;2019;1645
066084;2020;1593
061071;2019;829
061071;2020;825
069075;2019;1166
069075;2020;1135
060060;2019;7314
060060;2020;7213
059023;2019;1142
059023;2020;1111
094041;2019;521
094041;2020;516
004191;2019;748
004191;2020;746
069076;2019;1266
069076;2020;1233
053021;2019;8985
053021;2020;8879
083073;2019;1052
083073;2020;1038
005094;2019;394
005094;2020;381
009054;2019;768
009054;2020;776
004192;2019;2669
004192;2020;2676
070060;2019;749
070060;2020;677
080067;2019;6324
080067;2020;6295
083074;2019;623
083074;2020;595
094042;2019;1116
094042;2020;1091
004193;2019;160
004193;2020;157
011025;2019;681
011025;2020;680
061072;2019;446
061072;2020;454
006148;2019;215
006148;2020;213
008051;2019;275
008051;2020;282
005095;2019;342
005095;2020;347
071042;2019;1810
071042;2020;1757
005096;2019;1406
005096;2020;1404
015185;2019;4554
015185;2020;4567
004194;2019;1626
004194;2020;1600
004195;2019;408
004195;2020;417
004196;2019;957
004196;2020;965
017163;2019;9695
017163;2020;9750
021075;2019;1240
021075;2020;1263
013197;2019;1288
013197;2020;1284
071043;2019;3547
071043;2020;3514
083075;2019;1974
083075;2020;1957
020051;2019;5229
020051;2020;5234
017164;2019;4472
017164;2020;4410
065109;2019;1456
065109;2020;1442
097072;2019;3124
097072;2020;3093
078104;2019;7033
078104;2020;6966
080068;2019;983
080068;2020;963
078105;2019;5721
078105;2020;5632
018127;2019;632
018127;2020;621
016182;2019;3779
016182;2020;3779
014056;2019;556
014056;2020;544
058090;2019;684
058090;2020;671
069077;2019;94
069077;2020;94
007057;2019;1023
007057;2020;1038
001222;2019;2020
001222;2020;2010
035035;2019;4069
035035;2020;4010
058091;2019;2820219
058091;2020;2808293
065110;2019;374
065110;2020;371
003130;2019;3909
003130;2020;3856
018128;2019;672
018128;2020;634
022154;2019;613
022154;2020;611
090061;2019;538
090061;2020;524
019086;2019;3087
019086;2020;3114
001223;2019;2649
001223;2020;2657
024086;2019;14254
024086;2020;14257
016183;2019;20314
016183;2020;20426
031015;2019;3724
031015;2020;3709
102031;2019;4472
102031;2020;4453
022155;2019;1403
022155;2020;1409
003131;2019;5524
003131;2020;5508
083076;2019;6545
083076;2020;6462
013199;2019;1674
013199;2020;1680
023063;2019;3804
023063;2020;3767
026069;2019;14556
026069;2020;14609
017165;2019;9337
017165;2020;9358
018129;2019;1560
018129;2020;1549
022156;2019;2901
022156;2020;2886
108055;2019;4710
108055;2020;4740
031016;2019;11818
031016;2020;11811
022157;2019;451
022157;2020;463
030097;2019;2021
030097;2020;2001
056045;2019;8364
056045;2020;8331
023064;2019;5947
023064;2020;5891
096053;2019;1490
096053;2020;1476
108038;2019;3463
108038;2020;3495
001224;2019;299
001224;2020;297
010049;2019;4244
010049;2020;4211
016184;2019;439
016184;2020;423
020052;2019;6932
020052;2020;6922
040037;2019;3397
040037;2020;3378
016185;2019;768
016185;2020;794
010050;2019;63
010050;2020;61
001225;2019;1863
001225;2020;1859
002118;2019;541
002118;2020;535
022135;2019;1004
022135;2020;1002
022159;2019;426
022159;2020;438
096054;2019;874
096054;2020;858
001226;2019;236
001226;2020;231
024087;2019;14431
024087;2020;14517
080069;2019;14164
080069;2020;14137
018130;2019;570
018130;2020;555
015188;2019;5783
015188;2020;5764
096055;2019;90
096055;2020;90
068035;2019;3966
068035;2020;3996
065111;2019;694
065111;2020;674
078106;2019;4316
078106;2020;4301
069078;2019;225
069078;2020;220
078107;2019;1880
078107;2020;1878
067037;2019;25524
067037;2020;25582
071044;2019;1051
071044;2020;1044
049017;2019;30488
049017;2020;30273
006149;2019;1506
006149;2020;1493
029040;2019;6391
029040;2020;6309
089016;2019;20844
089016;2020;20750
042040;2019;1922
042040;2020;1932
002121;2019;178
002121;2020;176
004197;2019;867
004197;2020;833
024088;2019;8105
024088;2020;8142
010051;2019;2660
010051;2020;2635
001228;2019;4846
001228;2020;4925
016186;2019;915
016186;2020;920
078109;2019;1075
078109;2020;1045
044065;2019;853
044065;2020;846
070061;2019;1202
070061;2020;1169
076070;2019;3407
076070;2020;3395
077023;2019;2547
077023;2020;2527
064080;2019;3581
064080;2020;3558
033039;2019;12178
033039;2020;12176
024089;2019;660
024089;2020;657
001227;2019;802
001227;2020;793
002122;2019;926
002122;2020;925
017166;2019;18900
017166;2020;18966
010052;2019;502
010052;2020;503
013201;2019;7821
013201;2020;7878
013202;2019;6079
013202;2020;6163
020053;2019;8557
020053;2020;8545
023065;2019;2642
023065;2020;2600
022160;2019;1685
022160;2020;1652
023067;2019;2087
023067;2020;2083
023066;2019;1587
023066;2020;1588
093036;2019;5989
093036;2020;5966
022161;2019;40045
022161;2020;40239
018131;2019;871
018131;2020;862
016187;2019;4189
016187;2020;4169
058092;2019;1325
058092;2020;1299
029041;2019;50193
029041;2020;49985
078110;2019;3140
078110;2020;3107
028071;2019;4918
028071;2020;4878
015189;2019;41570
015189;2020;41647
028072;2019;16373
028072;2020;16495
001229;2019;2369
001229;2020;2368
035036;2019;14825
035036;2020;14772
030098;2019;2885
030098;2020;2864
017167;2019;5773
017167;2020;5793
001230;2019;779
001230;2020;784
075064;2019;9570
075064;2020;9503
004198;2019;361
004198;2020;354
022162;2019;415
022162;2020;412
048037;2019;7174
048037;2020;7240
095044;2019;663
095044;2020;647
018132;2019;702
022163;2019;804
022163;2020;809
076071;2019;3514
076071;2020;3464
039016;2019;12161
039016;2020;12185
072037;2019;18396
072037;2020;18436
065112;2019;801
065112;2020;784
061073;2019;1728
061073;2020;1715
076072;2019;1036
076072;2020;1025
072038;2019;25055
072038;2020;24918
059024;2019;19542
059024;2020;19339
017168;2019;3935
017168;2020;3969
020054;2019;4135
020054;2020;4110
065113;2019;462
065113;2020;453
028073;2019;4901
028073;2020;4915
093037;2019;19780
093037;2020;19764
058093;2019;7386
058093;2020;7401
111058;2019;950
111058;2020;932
095086;2019;199
095086;2020;196
096056;2019;1594
096056;2020;1573
031017;2019;2180
031017;2020;2166
022164;2019;185
022164;2020;181
007058;2019;3435
007058;2020;3446
007059;2019;382
007059;2020;382
007060;2019;1358
007060;2020;1365
007061;2019;323
007061;2020;320
007062;2019;191
007062;2020;199
007063;2019;3172
007063;2020;3195
007064;2019;336
007064;2020;329
007065;2019;4454
007065;2020;4432
034031;2019;5656
034031;2020;5709
096057;2019;592
096057;2020;585
037050;2019;8505
037050;2020;8490
013203;2019;507
013203;2020;507
065114;2019;12378
065114;2020;11948
006150;2019;333
006150;2020;323
077024;2019;2682
077024;2020;2641
081017;2019;1623
081017;2020;1606
029042;2019;1115
029042;2020;1115
002126;2019;223
002126;2020;217
001231;2019;1865
001231;2020;1843
001232;2019;612
001232;2020;625
024090;2019;1025
024090;2020;1022
070062;2019;648
070062;2020;644
006151;2019;4005
006151;2020;3967
004199;2019;509
004199;2020;477
017169;2019;3345
017169;2020;3345
004200;2019;169
004200;2020;161
081018;2019;10332
081018;2020;10198
065115;2019;1923
065115;2020;1895
001233;2019;468
001233;2020;468
098046;2019;2619
098046;2020;2613
065116;2019;132364
065116;2020;131556
026070;2019;6714
026070;2020;6647
002127;2019;107
002127;2020;102
075065;2019;8084
075065;2020;8049
004201;2019;1262
004201;2020;1251
057063;2019;525
057063;2020;510
023068;2019;3807
023068;2020;3819
068036;2019;291
068036;2020;283
004202;2019;722
004202;2020;724
017170;2019;10511
017170;2020;10521
021076;2019;3807
021076;2020;3802
034032;2019;19269
034032;2020;19419
012117;2019;3087
012117;2020;3062
099015;2019;3040
099015;2020;3056
002128;2019;3929
002128;2020;3892
096058;2019;1930
096058;2020;1907
004203;2019;16821
004203;2020;17444
075066;2019;4549
075066;2020;4551
019087;2019;1146
019087;2020;1139
065117;2019;513
065117;2020;505
001234;2019;77
001234;2020;75
064081;2019;739
064081;2020;736
027032;2019;12977
027032;2020;12966
012118;2019;16020
012118;2020;16057
111059;2019;4999
111059;2020;4967
111060;2019;1619
111060;2020;1598
084034;2019;5736
084034;2020;5641
047018;2019;1539
047018;2020;1514
058094;2019;859
058094;2020;861
004204;2019;87
004204;2020;86
072039;2019;6270
072039;2020;6247
080070;2019;761
080070;2020;756
014057;2019;2863
014057;2020;2884
001235;2019;1571
001235;2020;1539
022165;2019;554
022165;2020;559
004205;2019;996
004205;2020;1004
095045;2019;2980
095045;2020;2950
008052;2019;3083
008052;2020;3052
062057;2019;4607
062057;2020;4528
013204;2019;969
013204;2020;963
078111;2019;1007
078111;2020;1014
111061;2019;1208
111061;2020;1188
019088;2019;2196
019088;2020;2175
029043;2019;1069
029043;2020;1057
004206;2019;161
004206;2020;161
066085;2019;3851
066085;2020;3814
044066;2019;47380
044066;2020;47544
066086;2019;102
066086;2020;94
020055;2019;6902
020055;2020;6855
078112;2019;1483
078112;2020;1450
037051;2019;4190
037051;2020;4168
001236;2019;6013
001236;2020;6000
103061;2019;1289
103061;2020;1276
008053;2019;1268
008053;2020;1253
026071;2019;12890
026071;2020;12950
084035;2019;3102
084035;2020;3052
060061;2019;309
060061;2020;309
070063;2019;164
070063;2020;153
023069;2019;20756
023069;2020;20814
069079;2019;938
069079;2020;915
102032;2019;4074
102032;2020;4044
021077;2019;3391
021077;2020;3387
031018;2019;6185
031018;2020;6129
001237;2019;4065
001237;2020;4009
052027;2019;1579
052027;2020;1577
048038;2019;16987
048038;2020;16827
075095;2019;2002
075095;2020;1985
085016;2019;21355
085016;2020;21095
058119;2019;15628
058119;2020;15746
075068;2019;8088
075068;2020;7987
036036;2019;6531
036036;2020;6566
076073;2019;1295
076073;2020;1265
076074;2019;1008
076074;2020;956
082063;2019;5263
082063;2020;5172
061074;2019;13540
061074;2020;13590
065118;2019;6544
065118;2020;6558
018133;2019;470
018133;2020;482
099016;2019;5605
099016;2020;5650
015191;2019;7411
015191;2020;7444
001238;2019;345
001238;2020;339
010053;2019;2610
010053;2020;2615
087040;2019;2596
087040;2020;2540
078113;2019;601
078113;2020;601
076075;2019;663
076075;2020;646
102033;2019;2126
102033;2020;2111
041051;2019;4687
041051;2020;4593
006152;2019;580
006152;2020;567
018134;2019;642
018134;2020;640
005097;2019;8170
005097;2020;8095
004207;2019;412
004207;2020;406
030099;2019;8008
030099;2020;8011
019089;2019;1342
019089;2020;1319
078114;2019;3357
078114;2020;3283
066087;2019;1914
066087;2020;1910
001239;2019;542
001239;2020;528
027033;2019;42138
027033;2020;42250
074013;2019;6403
074013;2020;6298
075069;2019;5592
075069;2020;5551
078115;2019;1256
078115;2020;1240
015192;2019;32341
015192;2020;32372
060062;2019;1981
060062;2020;1964
032004;2019;5768
032004;2020;5722
076076;2019;2822
076076;2020;2760
061075;2019;17229
061075;2020;17071
059025;2019;9472
059025;2020;9606
017171;2019;3421
017171;2020;3426
070064;2019;599
070064;2020;591
036037;2019;10883
036037;2020;10855
080097;2019;4993
080097;2020;4645
110007;2019;13892
110007;2020;13847
013206;2019;7794
013206;2020;7808
078116;2019;2609
078116;2020;2576
083077;2019;6865
083077;2020;6812
026072;2019;6969
026072;2020;6937
098047;2019;1832
098047;2020;1840
031019;2019;768
031019;2020;756
079108;2019;726
079108;2020;715
001240;2019;4846
001240;2020;4834
083078;2019;3513
083078;2020;3462
111062;2019;8374
111062;2020;8296
055029;2019;4910
055029;2020;4888
021079;2019;3100
021079;2020;3105
018135;2019;3909
018135;2020;3956
063066;2019;11790
063066;2020;11887
001242;2019;1762
001242;2020;1750
002131;2019;1522
002131;2020;1492
017172;2019;2597
017172;2020;2634
070065;2019;1397
070065;2020;1401
020056;2019;1526
020056;2020;1513
014058;2019;349
014058;2020;351
002035;2019;293
002035;2020;289
001243;2019;3131
001243;2020;3101
052028;2019;7652
052028;2020;7596
043046;2019;3297
043046;2020;3236
063067;2019;44051
063067;2020;43800
060063;2019;3113
060063;2020;3057
078118;2019;1394
078118;2020;1368
020057;2019;9756
020057;2020;11777
001244;2019;2563
001244;2020;2556
062058;2019;9991
062058;2020;9937
093038;2019;4578
093038;2020;4540
028075;2019;10133
028075;2020;10169
018136;2019;1069
018136;2020;1055
030100;2019;7430
030100;2020;7444
037052;2019;8947
037052;2020;9089
028076;2019;6337
028076;2020;6368
073024;2019;14682
073024;2020;14533
062059;2019;2958
062059;2020;2939
077025;2019;1124
077025;2020;1110
006153;2019;1219
006153;2020;1209
080071;2019;3029
080071;2020;3018
033040;2019;5622
033040;2020;5651
005098;2019;110
005098;2020;105
015194;2019;6704
015194;2020;6689
001245;2019;976
001245;2020;978
065119;2019;3712
065119;2020;3684
030101;2019;6112
030101;2020;6086
016188;2019;4763
016188;2020;4734
020058;2019;1209
020058;2020;1229
022250;2019;3568
022250;2020;3591
080072;2019;444
080072;2020;423
084036;2019;7863
084036;2020;7790
023070;2019;5027
023070;2020;4978
019090;2019;1900
019090;2020;1897
078119;2019;16767
078119;2020;16595
070066;2019;548
070066;2020;528
099017;2019;9449
099017;2020;9467
037053;2019;28154
037053;2020;28157
060064;2019;3256
060064;2020;3199
087041;2019;22711
087041;2020;22793
069080;2019;152
069080;2020;150
023071;2019;25019
023071;2020;25003
071046;2019;26932
071046;2020;26838
111063;2019;5889
111063;2020;5794
069081;2019;13967
069081;2020;13943
051033;2019;16773
051033;2020;16800
070067;2019;982
070067;2020;946
070068;2019;1028
070068;2020;1024
015195;2019;38001
015195;2020;38095
050031;2019;30846
050031;2020;30847
082064;2019;8404
082064;2020;8236
063068;2019;30612
063068;2020;29982
054044;2019;11108
054044;2020;10988
001246;2019;3339
001246;2020;3299
048039;2019;1111
048039;2020;1098
058095;2019;1466
058095;2020;1457
087042;2019;11599
087042;2020;11548
102034;2019;2588
102034;2020;2590
065120;2019;4185
065120;2020;4107
061076;2019;934
061076;2020;913
025045;2019;1613
025045;2020;1605
037054;2019;32437
037054;2020;32673
099025;2019;2884
099025;2020;2858
030102;2019;1083
030102;2020;1067
021080;2019;3523
021080;2020;3540
062060;2019;3054
062060;2020;3013
062061;2019;2201
062061;2020;2190
080073;2019;2467
080073;2020;2427
008054;2019;1264
008054;2020;1259
078120;2019;585
078120;2020;569
078121;2019;3254
078121;2020;3153
021081;2019;3879
021081;2020;3883
022231;2019;1578
022231;2020;1577
041054;2019;3328
041054;2020;3254
031020;2019;1553
031020;2020;1540
062062;2019;2078
062062;2020;2021
056047;2019;2065
056047;2020;2032
080074;2019;3637
080074;2020;3562
078122;2019;5842
078122;2020;5887
062063;2019;763
062063;2020;731
079110;2019;1498
079110;2020;1476
065121;2019;2719
065121;2020;2689
064082;2019;1152
064082;2020;1138
061077;2019;14198
061077;2020;14330
042041;2019;1990
042041;2020;2000
047024;2019;7951
047024;2020;7867
078123;2019;7226
078123;2020;7229
083079;2019;1881
083079;2020;1848
062064;2019;3209
062064;2020;3159
061104;2019;6572
061104;2020;6584
071047;2019;13207
071047;2020;13038
071048;2019;958
071048;2020;916
093039;2019;1423
093039;2020;1405
005099;2019;656
005099;2020;683
023073;2019;15579
023073;2020;15744
001247;2019;820
001247;2020;805
076077;2019;727
076077;2020;705
020059;2019;1706
020059;2020;1672
019091;2019;408
019091;2020;405
078124;2019;985
078124;2020;969
028077;2019;13091
028077;2020;13116
029044;2019;3875
029044;2020;3851
021082;2019;1783
021082;2020;1773
021083;2019;3230
021083;2020;3228
070069;2019;4683
070069;2020;4684
035037;2019;8067
035037;2020;8152
098048;2019;3723
098048;2020;3723
062065;2019;1237
062065;2020;1192
018137;2019;6297
018137;2020;6359
069082;2019;899
069082;2020;883
064083;2019;4806
064083;2020;4820
073025;2019;9063
073025;2020;9015
005100;2019;1016
005100;2020;1015
065122;2019;10525
065122;2020;10481
070070;2019;832
070070;2020;823
001248;2019;10300
001248;2020;10279
003133;2019;3032
003133;2020;3017
082065;2019;1540
082065;2020;1476
065123;2019;868
065123;2020;871
023074;2019;559
023074;2020;571
077026;2019;1410
077026;2020;1377
065124;2019;557
065124;2020;548
101020;2019;2060
101020;2020;2034
040041;2019;12007
040041;2020;12041
001249;2019;18710
001249;2020;18647
027034;2019;11864
027034;2020;11872
022167;2019;3228
022167;2020;3268
087043;2019;3140
087043;2020;3095
064084;2019;2493
064084;2020;2493
004210;2019;1941
004210;2020;1895
074014;2019;6225
074014;2020;6236
050032;2019;27759
050032;2020;27693
024093;2019;1628
062066;2019;875
062066;2020;865
003134;2019;735
003134;2020;736
013207;2019;292
013207;2020;284
071049;2019;14859
071049;2020;14621
078125;2019;1881
078125;2020;1882
064085;2019;765
064085;2020;761
102035;2019;1276
102035;2020;1260
101021;2019;764
101021;2020;741
061078;2019;22461
061078;2020;22279
062067;2019;3661
062067;2020;3634
095046;2019;2571
095046;2020;2540
025046;2019;390
025046;2020;391
111064;2019;737
111064;2020;724
074015;2019;9771
074015;2020;9624
021084;2019;1543
021084;2020;1541
017138;2019;4456
017138;2020;4455
076020;2019;247
076020;2020;229
063069;2019;3401
063069;2020;3353
016189;2019;5751
016189;2020;5707
071050;2019;5694
071050;2020;5669
042042;2019;914
042042;2020;916
005101;2019;1197
005101;2020;1201
016190;2019;4818
016190;2020;4841
031021;2019;2013
031021;2020;1998
083080;2019;2690
083080;2020;2660
083081;2019;2752
083081;2020;2693
079114;2019;4015
079114;2020;3961
030103;2019;2144
030103;2020;2124
065125;2019;1681
065125;2020;1675
079115;2019;1667
079115;2020;1583
094043;2019;492
094043;2020;449
087044;2019;7912
087044;2020;8021
025047;2019;1620
025047;2020;1597
080075;2019;1104
080075;2020;1073
026073;2019;5203
026073;2020;5154
023075;2019;2955
023075;2020;3011
078126;2019;483
078126;2020;491
023076;2019;12726
023076;2020;12694
037055;2019;12441
037055;2020;12627
033041;2019;834
033041;2020;834
028078;2019;4456
028078;2020;4432
078127;2019;3560
078127;2020;3531
075071;2019;3469
075071;2020;3476
061079;2019;889
061079;2020;873
003135;2019;1927
003135;2020;1891
024094;2019;1565
024094;2020;1587
001250;2019;1428
001250;2020;1423
074016;2019;13405
074016;2020;13295
028079;2019;3044
028079;2020;3078
066088;2019;678
066088;2020;671
058096;2019;2794
058096;2020;2788
035038;2019;6240
035038;2020;6293
026074;2019;4913
026074;2020;4873
070071;2019;479
070071;2020;467
001251;2019;253
001251;2020;263
036038;2019;3520
036038;2020;3463
061080;2019;1956
061080;2020;1952
064086;2019;1559
064086;2020;1559
061081;2019;12297
061081;2020;12204
080076;2019;522
080076;2020;521
036039;2019;5956
036039;2020;6011
052030;2019;2605
052030;2020;2623
093040;2019;4235
093040;2020;4185
001252;2019;3126
001252;2020;3098
080077;2019;1628
080077;2020;1606
098049;2019;3397
098049;2020;3344
046027;2019;1407
046027;2020;1379
065126;2019;1689
065126;2020;1668
083082;2019;1230
083082;2020;1201
006154;2019;4207
006154;2020;4173
062068;2019;4025
062068;2020;3961
069083;2019;19960
069083;2020;19876
063070;2019;8928
063070;2020;8858
006155;2019;567
006155;2020;545
001253;2019;1928
001253;2020;1893
001254;2019;3647
001254;2020;3677
034033;2019;5666
034033;2020;5758
076078;2019;1507
076078;2020;1474
043047;2019;12397
043047;2020;12304
071051;2019;50012
071051;2020;49496
013248;2019;1725
013248;2020;1739
064087;2019;1602
064087;2020;1570
079116;2019;1380
079116;2020;1388
078128;2019;2130
078128;2020;2084
111065;2019;8304
111065;2020;8350
027036;2019;12872
027036;2020;12862
061085;2019;5714
061085;2020;5773
083090;2019;1329
083090;2020;1312
090092;2019;4951
090092;2020;4978
025049;2019;621
025049;2020;623
068038;2019;1899
068038;2020;1898
065132;2019;10880
065132;2020;10970
055030;2019;2207
055030;2020;2202
026076;2019;9963
026076;2020;9935
095050;2019;2476
095050;2020;2447
049018;2019;6704
049018;2020;6636
078135;2019;2095
078135;2020;2082
066092;2019;2258
066092;2020;2210
063075;2019;6430
063075;2020;6448
111066;2019;3595
111066;2020;3549
093041;2019;15115
093041;2020;15242
030105;2019;1248
030105;2020;1242
069086;2019;5202
069086;2020;5162
074017;2019;18666
074017;2020;18524
025051;2019;1903
025051;2020;1929
030106;2019;1681
030106;2020;1708
024096;2019;3598
024096;2020;3625
081020;2019;4746
081020;2020;4779
058100;2019;3231
058100;2020;3218
079122;2019;1697
079122;2020;1667
060070;2019;2497
060070;2020;2476
015201;2019;8269
015201;2020;8261
023079;2019;1383
023079;2020;1388
017173;2019;4697
017173;2020;4704
015202;2019;4385
015202;2020;4399
018145;2019;553
018145;2020;542
026077;2019;7332
026077;2020;7334
075067;2019;1456
075067;2020;1461
096059;2019;2660
096059;2020;2639
024091;2019;8401
024091;2020;8274
004208;2019;3049
004208;2020;3009
004209;2019;2365
004209;2020;2355
001241;2019;3754
001241;2020;3746
012141;2019;1508
012141;2020;1480
078117;2019;1261
078117;2020;1247
023072;2019;4087
023072;2020;4108
111067;2019;8427
111067;2020;8380
018138;2019;5332
018138;2020;5251
072040;2019;9720
072040;2020;9655
075070;2019;5800
075070;2020;5738
008055;2019;52464
008055;2020;52622
051034;2019;15499
051034;2020;15521
016191;2019;541
016191;2020;540
078129;2019;1170
078129;2020;1165
079117;2019;2105
079117;2020;2078
085017;2019;5074
085017;2020;4995
075072;2019;2953
075072;2020;2935
080078;2019;853
080078;2020;823
018139;2019;1928
018139;2020;1884
082066;2019;1006
082066;2020;985
021085;2019;1981
021085;2020;2024
088010;2019;10699
088010;2020;10741
062069;2019;875
062069;2020;868
070072;2019;4302
070072;2020;4231
050033;2019;14433
050033;2020;14424
078130;2019;1175
078130;2020;1178
083083;2019;926
083083;2020;891
084037;2019;2285
084037;2020;2251
053022;2019;2531
053022;2020;2504
082067;2019;11026
082067;2020;10989
018140;2019;1597
018140;2020;1572
095047;2019;4788
095047;2020;4743
025048;2019;6778
025048;2020;6722
028080;2019;7281
028080;2020;7233
050034;2019;1626
050034;2020;1613
083086;2019;4587
083086;2020;4531
026075;2019;9086
026075;2020;9094
064088;2019;1388
064088;2020;1382
084038;2019;6267
084038;2020;6216
018142;2019;479
018142;2020;474
010054;2019;9019
010054;2020;8906
050035;2019;13101
050035;2020;13227
061082;2019;14087
061082;2020;14107
061083;2019;32509
061083;2020;32455
090087;2019;1370
090087;2020;1360
078132;2019;4910
078132;2020;4940
094045;2019;678
094045;2020;698
018143;2019;2280
018143;2020;2284
087047;2019;7547
087047;2020;7457
027035;2019;17655
027035;2020;17655
097074;2019;2161
097074;2020;2166
069084;2019;2017
069084;2020;2047
063090;2019;11772
063090;2020;11893
061084;2019;2626
061084;2020;2592
030104;2019;2326
030104;2020;2306
103062;2019;1279
103062;2020;1280
042043;2019;4128
042043;2020;4130
065127;2019;3188
065127;2020;3193
083087;2019;878
083087;2020;870
058097;2019;18139
058097;2020;18174
081019;2019;4909
081019;2020;4924
064093;2019;1252
064093;2020;1250
101022;2019;2004
101022;2020;1973
040043;2019;4125
040043;2020;4094
078133;2019;2427
078133;2020;2374
083089;2019;9309
083089;2020;9358
090063;2019;5304
090063;2020;5252
087048;2019;8401
087048;2020;8415
004212;2019;2852
004212;2020;2853
109036;2019;1313
109036;2020;1286
111068;2019;3324
111068;2020;3293
094044;2019;1451
094044;2020;1394
037056;2019;7474
037056;2020;7518
062070;2019;10921
062070;2020;10785
080079;2019;591
080079;2020;582
078131;2019;1807
078131;2020;1784
083084;2019;12304
083084;2020;12251
071052;2019;1875
071052;2020;1882
099026;2019;2076
099026;2020;2064
006156;2019;397
006156;2020;382
087045;2019;9328
087045;2020;9357
039017;2019;2935
039017;2020;2939
063071;2019;9010
063071;2020;8920
004211;2019;2378
004211;2020;2367
018141;2019;963
018141;2020;964
080080;2019;320
080080;2020;323
083085;2019;1497
083085;2020;1471
087046;2019;1551
087046;2020;1552
001255;2019;4684
001255;2020;4684
023077;2019;11838
023077;2020;11948
060065;2019;954
060065;2020;921
063072;2019;26945
063072;2020;26801
054045;2019;558
054045;2020;543
079118;2019;1815
079118;2020;1799
060066;2019;1418
060066;2020;1387
064089;2019;1427
064089;2020;1376
111069;2019;1729
111069;2020;1711
062071;2019;4293
062071;2020;4275
065128;2019;551
065128;2020;545
064091;2019;723
064091;2020;737
064090;2019;770
064090;2020;753
061086;2019;2200
061086;2020;2165
064092;2019;4144
064092;2020;4076
094046;2019;358
094046;2020;359
083088;2019;2977
083088;2020;2915
028082;2019;7246
028082;2020;7300
043048;2019;1348
043048;2020;1331
041057;2019;4075
041057;2020;4031
076079;2019;1371
076079;2020;1370
070073;2019;340
070073;2020;335
098050;2019;13172
098050;2020;13376
018144;2019;783
018144;2020;777
084039;2019;1266
084039;2020;1217
058098;2019;4843
058098;2020;4818
111070;2019;2723
111070;2020;2695
023078;2019;2525
023078;2020;2539
063073;2019;33503
063073;2020;33340
111071;2019;10967
111071;2020;10854
001256;2019;4246
001256;2020;4169
063074;2019;19573
063074;2020;19522
090085;2019;1498
090085;2020;1492
060067;2019;1846
060067;2020;1850
076080;2019;6311
076080;2020;6246
099018;2019;22116
099018;2020;22211
062078;2019;535
062078;2020;512
061087;2019;14810
061087;2020;14831
065129;2019;2780
065129;2020;2744
066089;2019;1146
066089;2020;1146
067038;2019;9786
067038;2020;9777
065130;2019;8854
065130;2020;8797
028083;2019;2536
028083;2020;2566
094047;2019;299
094047;2020;292
070074;2019;1675
070074;2020;1648
060068;2019;5923
060068;2020;5847
109037;2019;17156
109037;2020;17091
001257;2019;10650
001257;2020;10637
072041;2019;26122
072041;2020;25926
068037;2019;261
068037;2020;255
080081;2019;3986
080081;2020;3894
069085;2019;2333
069085;2020;2324
066090;2019;393
066090;2020;381
002133;2019;8328
002133;2020;8242
059026;2019;6832
059026;2020;6781
080082;2019;1386
080082;2020;1379
035039;2019;11237
035039;2020;11201
041058;2019;1498
041058;2020;1485
008056;2019;2088
008056;2020;2050
004213;2019;3832
004213;2020;3952
010056;2019;1086
010056;2020;1058
064095;2019;2102
064095;2020;2083
025050;2019;2482
025050;2020;2456
083091;2019;4523
083091;2020;4503
011026;2019;9807
011026;2020;9935
078134;2019;1697
078134;2020;1682
066091;2019;114
066091;2020;115
080083;2019;1241
080083;2020;1195
098051;2019;1897
098051;2020;1881
084040;2019;4386
084040;2020;4290
004214;2019;1355
004214;2020;1364
015200;2019;5011
015200;2020;5006
010055;2019;5833
010055;2020;5746
065131;2019;422
065131;2020;413
067039;2019;5226
067039;2020;5201
016252;2019;3878
016252;2020;3878
102036;2019;2981
102036;2020;2919
060069;2019;1293
060069;2020;1269
058099;2019;3601
058099;2020;3576
024095;2019;5739
024095;2020;5656
022168;2019;1143
022168;2020;1133
095049;2019;2339
095049;2020;2303
028084;2019;1966
028084;2020;1938
065133;2019;2524
065133;2020;2474
022169;2019;925
022169;2020;912
028085;2019;10471
028085;2020;10492
083092;2019;3841
083092;2020;3782
030189;2019;1312
030189;2020;1321
065134;2019;6637
065134;2020;6570
078136;2019;3687
078136;2020;3588
058101;2019;177
058101;2020;168
024097;2019;5300
024097;2020;5317
076081;2019;1404
076081;2020;1413
111072;2019;4000
111072;2020;3949
006157;2019;393
006157;2020;393
024098;2019;6672
024098;2020;6666
021086;2019;7148
021086;2020;7162
006158;2019;1159
006158;2020;1153
017174;2019;13307
017174;2020;13247
033042;2019;2858
033042;2020;2920
026078;2019;3024
026078;2020;3001
043049;2019;3162
043049;2020;3108
016193;2019;6699
016193;2020;6722
065135;2019;31126
065135;2020;30838
022170;2019;807
022170;2020;795
012119;2019;38904
012119;2020;38785
007066;2019;4810
007066;2020;4817
092066;2019;5227
092066;2020;5193
040044;2019;3405
040044;2020;3386
052031;2019;4637
052031;2020;4606
018146;2019;1584
018146;2020;1532
091077;2019;1689
091077;2020;1672
011027;2019;21971
011027;2020;21930
065136;2019;4857
065136;2020;4799
